"Type","Start","End","Duration","Start Condition","Start Location","End Condition","Notes"
"Sleep","2023-07-29 19:35","2023-07-30 07:27","11:52",,,,
"Diaper","2023-07-29 19:27",,,,,"Both, poo:small",
"Feed","2023-07-29 18:47",,,"Formula","Bottle","6oz",
"Diaper","2023-07-29 18:20",,,,,"Pee",
"Sleep","2023-07-29 17:26","2023-07-29 17:51","00:25",,,,
"Diaper","2023-07-29 17:18",,,,,"Both, poo:small",
"Feed","2023-07-29 16:05",,,"Formula","Bottle","6oz",
"Diaper","2023-07-29 15:58",,,,,"Pee",
"Sleep","2023-07-29 14:43","2023-07-29 15:44","01:01",,,,
"Diaper","2023-07-29 14:00",,,,,"Both, poo:medium",
"Feed","2023-07-29 13:21",,,"Formula","Bottle","6oz",
"Diaper","2023-07-29 13:10",,,,,"Pee",
"Sleep","2023-07-29 12:15","2023-07-29 13:06","00:51",,,,
"Diaper","2023-07-29 12:10",,,,,"Pee",
"Diaper","2023-07-29 11:30",,,,,"Both, poo:large",
"Feed","2023-07-29 10:45",,,"Formula","Bottle","6oz",
"Sleep","2023-07-29 08:45","2023-07-29 10:30","01:45",,,,
"Diaper","2023-07-29 08:08",,,,,"Both, poo:small",
"Feed","2023-07-29 07:34",,,"Formula","Bottle","6oz",
"Diaper","2023-07-29 07:32",,,,,"Pee",
"Sleep","2023-07-28 19:45","2023-07-29 07:30","11:45",,,,
"Diaper","2023-07-28 19:31",,,,,"Pee",
"Feed","2023-07-28 18:48",,,"Formula","Bottle","6oz",
"Diaper","2023-07-28 18:20",,,,,"Pee",
"Sleep","2023-07-28 17:13","2023-07-28 17:55","00:42",,,,
"Diaper","2023-07-28 17:00",,,,,"Pee",
"Feed","2023-07-28 16:03",,,"Formula","Bottle","6oz",
"Diaper","2023-07-28 16:01",,,,,"Pee",
"Sleep","2023-07-28 14:45","2023-07-28 15:36","00:51",,,,
"Diaper","2023-07-28 14:30",,,,,"Both, poo:large",
"Feed","2023-07-28 13:28",,,"Formula","Bottle","6oz",
"Diaper","2023-07-28 13:25",,,,,"Pee",
"Sleep","2023-07-28 12:03","2023-07-28 13:15","01:12",,,,
"Diaper","2023-07-28 12:01",,,,,"Pee",
"Diaper","2023-07-28 11:09",,,,,"Both, poo:large",
"Feed","2023-07-28 10:43",,,"Formula","Bottle","6oz",
"Diaper","2023-07-28 10:42",,,,,"Pee",
"Sleep","2023-07-28 08:44","2023-07-28 10:41","01:57",,,,
"Diaper","2023-07-28 08:12",,,,,"Both, poo:large",
"Feed","2023-07-28 07:32",,,"Formula","Bottle","6oz",
"Diaper","2023-07-28 07:29",,,,,"Both, poo:small",
"Sleep","2023-07-27 19:45","2023-07-28 07:25","11:40",,,,
"Diaper","2023-07-27 19:27",,,,,"Both, poo:medium",
"Feed","2023-07-27 18:46",,,"Formula","Bottle","6oz",
"Sleep","2023-07-27 17:13","2023-07-27 17:57","00:44",,,,
"Diaper","2023-07-27 17:00",,,,,"Pee",
"Feed","2023-07-27 15:58",,,"Formula","Bottle","6oz",
"Sleep","2023-07-27 14:41","2023-07-27 15:25","00:44",,,,
"Diaper","2023-07-27 14:35",,,,,"Pee",
"Diaper","2023-07-27 13:38",,,,,"Both, poo:large",
"Feed","2023-07-27 13:08",,,"Formula","Bottle","6oz",
"Sleep","2023-07-27 11:30","2023-07-27 13:03","01:33",,,,
"Diaper","2023-07-27 11:07",,,,,"Both, poo:large",
"Feed","2023-07-27 10:16",,,"Formula","Bottle","6oz",
"Diaper","2023-07-27 10:10",,,,,"Pee",
"Sleep","2023-07-27 08:51","2023-07-27 10:07","01:15",,,,
"Diaper","2023-07-27 08:10",,,,,"Both, poo:medium",
"Feed","2023-07-27 07:34",,,"Formula","Bottle","6oz",
"Diaper","2023-07-27 07:30",,,,,"Both, poo:small",
"Sleep","2023-07-26 19:39","2023-07-27 07:26","11:47",,,,
"Diaper","2023-07-26 19:26",,,,,"Pee",
"Feed","2023-07-26 18:44",,,"Formula","Bottle","6oz",
"Sleep","2023-07-26 17:31","2023-07-26 17:45","00:14",,,,
"Diaper","2023-07-26 17:20",,,,,"Pee",
"Diaper","2023-07-26 16:30",,,,,"Both, poo:large",
"Feed","2023-07-26 15:59",,,"Formula","Bottle","6oz",
"Diaper","2023-07-26 15:56",,,,,"Pee",
"Diaper","2023-07-26 14:22",,,,,"Pee",
"Sleep","2023-07-26 14:21","2023-07-26 15:49","01:28",,,,
"Feed","2023-07-26 13:00",,,"Formula","Bottle","6oz",
"Sleep","2023-07-26 11:37","2023-07-26 12:40","01:03",,,,
"Diaper","2023-07-26 11:25",,,,,"Both, poo:medium",
"Diaper","2023-07-26 10:37",,,,,"Both, poo:medium",
"Feed","2023-07-26 10:16",,,"Formula","Bottle","6oz",
"Diaper","2023-07-26 10:15",,,,,"Pee",
"Sleep","2023-07-26 08:10","2023-07-26 10:10","02:00",,,,
"Diaper","2023-07-26 07:53",,,,,"Poo:large",
"Diaper","2023-07-26 07:44",,,,,"Both, poo:small",
"Feed","2023-07-26 07:04",,,"Formula","Bottle","6oz",
"Diaper","2023-07-26 06:46",,,,,"Pee",
"Sleep","2023-07-25 19:41","2023-07-26 06:46","11:05",,,,
"Diaper","2023-07-25 19:32",,,,,"Both, poo:small",
"Feed","2023-07-25 18:46",,,"Formula","Bottle","6oz",
"Diaper","2023-07-25 18:15",,,,,"Pee",
"Sleep","2023-07-25 17:10","2023-07-25 17:51","00:41",,,,
"Diaper","2023-07-25 16:40",,,,,"Both, poo:large",
"Feed","2023-07-25 15:59",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-25 15:52",,,,,"Pee",
"Sleep","2023-07-25 14:10","2023-07-25 15:38","01:28",,,,
"Diaper","2023-07-25 14:05",,,,,"Both, poo:small",
"Feed","2023-07-25 13:16",,,"Formula","Bottle","5.5oz",
"Sleep","2023-07-25 11:34","2023-07-25 12:22","00:48",,,,
"Diaper","2023-07-25 11:30",,,,,"Pee",
"Sleep","2023-07-25 11:20","2023-07-25 11:28","00:08",,,,
"Feed","2023-07-25 10:29",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-25 10:25",,,,,"Pee",
"Sleep","2023-07-25 08:45","2023-07-25 10:19","01:34",,,,
"Diaper","2023-07-25 08:19",,,,,"Both",
"Feed","2023-07-25 07:40",,,"Formula","Bottle","6oz",
"Diaper","2023-07-25 07:37",,,,,"Both",
"Sleep","2023-07-24 19:52","2023-07-25 07:30","11:38",,,,
"Diaper","2023-07-24 19:32",,,,,"Both, poo:medium",
"Feed","2023-07-24 18:49",,,"Formula","Bottle","6oz",
"Diaper","2023-07-24 18:45",,,,,"Pee",
"Diaper","2023-07-24 18:20",,,,,"Both, poo:medium",
"Sleep","2023-07-24 17:28","2023-07-24 18:00","00:32",,,,
"Diaper","2023-07-24 17:10",,,,,"Pee",
"Diaper","2023-07-24 16:20",,,,,"Both, poo:large",
"Feed","2023-07-24 16:00",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-24 15:58",,,,,"Pee",
"Sleep","2023-07-24 14:12","2023-07-24 15:51","01:39",,,,
"Diaper","2023-07-24 14:05",,,,,"Pee",
"Feed","2023-07-24 13:13",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-24 13:12",,,,,"Pee",
"Sleep","2023-07-24 11:43","2023-07-24 12:51","01:08",,,,
"Diaper","2023-07-24 11:34",,,,,"Both, poo:medium",
"Diaper","2023-07-24 11:00",,,,,"Both, poo:medium",
"Feed","2023-07-24 10:27",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-24 10:23",,,,,"Both, poo:large",
"Sleep","2023-07-24 08:26","2023-07-24 10:19","01:52",,,,
"Diaper","2023-07-24 07:20",,,,,"Both, poo:medium",
"Feed","2023-07-24 07:20",,,"Formula","Bottle","6oz",
"Sleep","2023-07-23 19:32","2023-07-24 07:15","11:43",,,,
"Diaper","2023-07-23 19:23",,,,,"Both",
"Feed","2023-07-23 18:41",,,"Formula","Bottle","6oz",
"Diaper","2023-07-23 18:15",,,,,"Both, poo:medium",
"Diaper","2023-07-23 17:40",,,,,"Both",
"Sleep","2023-07-23 16:47","2023-07-23 17:23","00:36",,,,
"Diaper","2023-07-23 16:40",,,,,"Both, poo:small",
"Feed","2023-07-23 16:01",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-23 15:10",,,,,"Pee",
"Sleep","2023-07-23 14:08","2023-07-23 15:00","00:52",,,,
"Diaper","2023-07-23 14:05",,,,,"Pee",
"Feed","2023-07-23 13:00",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-23 12:40",,,,,"Pee",
"Sleep","2023-07-23 11:40","2023-07-23 12:37","00:57",,,,
"Diaper","2023-07-23 11:30",,,,,"Both",
"Diaper","2023-07-23 11:13",,,,,"Both, poo:large",
"Feed","2023-07-23 10:22",,,"Formula","Bottle","5.5oz",
"Sleep","2023-07-23 08:30","2023-07-23 10:12","01:42",,,,
"Diaper","2023-07-23 08:20",,,,,"Pee",
"Diaper","2023-07-23 07:57",,,,,"Both, poo:large",
"Diaper","2023-07-23 07:21",,,,,"Both, poo:medium",
"Feed","2023-07-23 07:21",,,"Formula","Bottle","6oz",
"Sleep","2023-07-22 19:45","2023-07-23 07:15","11:30",,,,
"Diaper","2023-07-22 19:30",,,,,"Both, poo:small",
"Feed","2023-07-22 18:45",,,"Formula","Bottle","6oz",
"Sleep","2023-07-22 17:09","2023-07-22 17:53","00:44",,,,
"Diaper","2023-07-22 16:50",,,,,"Pee",
"Feed","2023-07-22 16:10",,,"Formula","Bottle","5.5oz",
"Sleep","2023-07-22 14:49","2023-07-22 15:30","00:41",,,,
"Diaper","2023-07-22 14:30",,,,,"Pee",
"Diaper","2023-07-22 13:50",,,,,"Both, poo:large",
"Diaper","2023-07-22 13:25",,,,,"Pee",
"Feed","2023-07-22 13:24",,,"Formula","Bottle","5.5oz",
"Sleep","2023-07-22 11:55","2023-07-22 13:22","01:27",,,,
"Diaper","2023-07-22 11:31",,,,,"Pee",
"Feed","2023-07-22 10:27",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-22 10:25",,,,,"Pee",
"Sleep","2023-07-22 08:35","2023-07-22 10:23","01:48",,,,
"Diaper","2023-07-22 08:13",,,,,"Poo:large",
"Diaper","2023-07-22 07:30",,,,,"Both, pee:large poo:small",
"Feed","2023-07-22 07:30",,,"Formula","Bottle","6oz",
"Sleep","2023-07-21 19:48","2023-07-22 07:21","11:33",,,,
"Diaper","2023-07-21 19:30",,,,,"Both, poo:small",
"Feed","2023-07-21 18:47",,,"Formula","Bottle","6oz",
"Sleep","2023-07-21 17:41","2023-07-21 18:05","00:24",,,,
"Diaper","2023-07-21 17:25",,,,,"Both, poo:large",
"Diaper","2023-07-21 16:30",,,,,"Both, poo:medium",
"Feed","2023-07-21 16:02",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-21 16:00",,,,,"Pee",
"Sleep","2023-07-21 14:28","2023-07-21 16:00","01:32",,,,
"Diaper","2023-07-21 14:00",,,,,"Both, poo:large",
"Diaper","2023-07-21 13:30",,,,,"Both, poo:medium",
"Feed","2023-07-21 13:04",,,"Formula","Bottle","5.5oz",
"Sleep","2023-07-21 11:46","2023-07-21 12:55","01:09",,,,
"Diaper","2023-07-21 11:35",,,,,"Pee",
"Feed","2023-07-21 10:29",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-21 10:25",,,,,"Pee",
"Sleep","2023-07-21 08:53","2023-07-21 10:20","01:27",,,,
"Diaper","2023-07-21 08:16",,,,,"Both, poo:large",
"Feed","2023-07-21 07:39",,,"Formula","Bottle","6oz",
"Diaper","2023-07-21 07:34",,,,,"Both, poo:small",
"Sleep","2023-07-20 19:40","2023-07-21 07:30","11:50",,,,
"Diaper","2023-07-20 19:30",,,,,"Both, poo:small",
"Feed","2023-07-20 18:45",,,"Formula","Bottle","6oz",
"Sleep","2023-07-20 17:28","2023-07-20 17:58","00:29",,,,
"Diaper","2023-07-20 17:00",,,,,"Both, poo:medium",
"Diaper","2023-07-20 16:36",,,,,"Both, poo:large",
"Feed","2023-07-20 16:01",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-20 15:57",,,,,"Pee",
"Sleep","2023-07-20 14:16","2023-07-20 15:53","01:36",,,,
"Diaper","2023-07-20 14:13",,,,,"Pee",
"Diaper","2023-07-20 13:35",,,,,"Pee",
"Feed","2023-07-20 13:07",,,"Formula","Bottle","5.5oz",
"Sleep","2023-07-20 11:32","2023-07-20 12:40","01:08",,,,
"Diaper","2023-07-20 11:10",,,,,"Both, poo:large",
"Feed","2023-07-20 10:23",,,"Formula","Bottle","5.5oz",
"Sleep","2023-07-20 08:56","2023-07-20 10:13","01:17",,,,
"Diaper","2023-07-20 08:17",,,,,"Both, poo:large",
"Feed","2023-07-20 07:39",,,"Formula","Bottle","6oz",
"Diaper","2023-07-20 07:35",,,,,"Pee",
"Sleep","2023-07-19 19:52","2023-07-20 07:33","11:41",,,,
"Diaper","2023-07-19 19:32",,,,,"Poo",
"Diaper","2023-07-19 18:45",,,,,"Pee",
"Feed","2023-07-19 18:39",,,"Formula","Bottle","6.15oz",
"Sleep","2023-07-19 17:35","2023-07-19 18:09","00:34",,,,
"Diaper","2023-07-19 17:00",,,,,"Both, poo:large",
"Diaper","2023-07-19 16:25",,,,,"Both, poo:large",
"Feed","2023-07-19 15:59",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-19 15:37",,,,,"Pee",
"Sleep","2023-07-19 14:23","2023-07-19 15:53","01:30",,,,
"Diaper","2023-07-19 13:45",,,,,"Pee",
"Feed","2023-07-19 12:50",,,"Formula","Bottle","5oz",
"Sleep","2023-07-19 11:32","2023-07-19 12:45","01:13",,,,
"Diaper","2023-07-19 11:00",,,,,"Both, poo:large",
"Diaper","2023-07-19 10:40",,,,,"Both, poo:large",
"Feed","2023-07-19 10:10",,,"Formula","Bottle","6oz",
"Diaper","2023-07-19 10:07",,,,,"Pee",
"Sleep","2023-07-19 08:22","2023-07-19 10:05","01:43",,,,
"Diaper","2023-07-19 08:05",,,,,"Pee",
"Diaper","2023-07-19 07:50",,,,,"Both, poo:medium",
"Feed","2023-07-19 07:12",,,"Formula","Bottle","6oz",
"Diaper","2023-07-19 07:08",,,,,"Both, poo:medium",
"Sleep","2023-07-18 19:40","2023-07-19 07:05","11:25",,,,
"Diaper","2023-07-18 19:33",,,,,"Both, poo:large",
"Feed","2023-07-18 18:49",,,"Formula","Bottle","6oz",
"Diaper","2023-07-18 18:30",,,,,"Pee",
"Sleep","2023-07-18 17:14","2023-07-18 17:53","00:38",,,,
"Diaper","2023-07-18 16:30",,,,,"Both, poo:large",
"Feed","2023-07-18 16:00",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-18 15:45",,,,,"Pee",
"Sleep","2023-07-18 14:37","2023-07-18 15:40","01:02",,,,
"Diaper","2023-07-18 14:20",,,,,"Both, poo:small",
"Feed","2023-07-18 13:10",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-18 13:05",,,,,"Pee",
"Sleep","2023-07-18 11:55","2023-07-18 13:00","01:05",,,,
"Diaper","2023-07-18 11:50",,,,,"Pee",
"Diaper","2023-07-18 10:55",,,,,"Both, poo:large",
"Feed","2023-07-18 10:34",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-18 10:32",,,,,"Pee",
"Sleep","2023-07-18 08:49","2023-07-18 10:29","01:40",,,,
"Diaper","2023-07-18 08:20",,,,,"Both, poo:large",
"Feed","2023-07-18 07:39",,,"Formula","Bottle","6oz",
"Diaper","2023-07-18 07:35",,,,,"Both, poo:medium",
"Sleep","2023-07-17 19:47","2023-07-18 07:28","11:40",,,,
"Diaper","2023-07-17 19:38",,,,,"Both, poo:medium",
"Feed","2023-07-17 18:53",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-17 18:45",,,,,"Pee",
"Sleep","2023-07-17 17:33","2023-07-17 17:57","00:24",,,,
"Diaper","2023-07-17 17:25",,,,,"Pee",
"Diaper","2023-07-17 16:45",,,,,"Both, poo:large",
"Diaper","2023-07-17 16:25",,,,,"Both, poo:medium",
"Feed","2023-07-17 15:58",,,"Formula","Bottle","5.5oz",
"Sleep","2023-07-17 14:11","2023-07-17 15:47","01:36",,,,
"Diaper","2023-07-17 13:45",,,,,"Both",
"Diaper","2023-07-17 13:30",,,,,"Both, poo:large",
"Feed","2023-07-17 13:05",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-17 13:00",,,,,"Pee",
"Sleep","2023-07-17 11:10","2023-07-17 12:38","01:27",,,,
"Diaper","2023-07-17 11:01",,,,,"Pee",
"Feed","2023-07-17 10:15",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-17 10:01",,,,,"Pee",
"Sleep","2023-07-17 08:44","2023-07-17 09:50","01:06",,,,
"Diaper","2023-07-17 08:20",,,,,"Poo:large",
"Feed","2023-07-17 07:35",,,"Formula","Bottle","6oz",
"Diaper","2023-07-17 07:33",,,,,"Both, poo:small",
"Sleep","2023-07-16 20:23","2023-07-17 07:28","11:05",,,,
"Diaper","2023-07-16 20:10",,,,,"Pee",
"Feed","2023-07-16 19:25",,,"Formula","Bottle","6oz",
"Sleep","2023-07-16 18:20","2023-07-16 18:40","00:20",,,,
"Diaper","2023-07-16 18:00",,,,,"Both, poo:large",
"Feed","2023-07-16 17:05",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-16 17:00",,,,,"Pee",
"Sleep","2023-07-16 15:49","2023-07-16 16:26","00:36",,,,
"Diaper","2023-07-16 15:30",,,,,"Both, poo:small",
"Feed","2023-07-16 14:06",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-16 14:03",,,,,"Pee",
"Sleep","2023-07-16 12:59","2023-07-16 14:01","01:02",,,,
"Sleep","2023-07-16 12:11","2023-07-16 12:43","00:32",,,,
"Feed","2023-07-16 10:41",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-16 10:38",,,,,"Pee",
"Sleep","2023-07-16 08:43","2023-07-16 10:33","01:50",,,,
"Diaper","2023-07-16 08:10",,,,,"Poo:large",
"Feed","2023-07-16 07:36",,,"Formula","Bottle","6oz",
"Diaper","2023-07-16 07:34",,,,,"Both, poo:medium",
"Sleep","2023-07-15 20:13","2023-07-16 07:30","11:17",,,,
"Diaper","2023-07-15 19:55",,,,,"Pee",
"Feed","2023-07-15 19:16",,,"Formula","Bottle","6oz",
"Sleep","2023-07-15 18:05","2023-07-15 18:35","00:30",,,,
"Diaper","2023-07-15 17:54",,,,,"Poo:small",
"Feed","2023-07-15 16:38",,,"Formula","Bottle","5.5oz",
"Sleep","2023-07-15 15:23","2023-07-15 16:18","00:55",,,,
"Diaper","2023-07-15 15:15",,,,,"Pee",
"Diaper","2023-07-15 14:15",,,,,"Both, poo:medium",
"Feed","2023-07-15 13:56",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-15 13:50",,,,,"Pee",
"Sleep","2023-07-15 12:10","2023-07-15 13:45","01:35",,,,
"Diaper","2023-07-15 12:00",,,,,"Pee",
"Diaper","2023-07-15 11:30",,,,,"Both, poo:medium",
"Feed","2023-07-15 10:47",,,"Formula","Bottle","5.5oz",
"Sleep","2023-07-15 08:39","2023-07-15 10:41","02:02",,,,
"Diaper","2023-07-15 08:30",,,,,"Both, poo:large",
"Feed","2023-07-15 07:38",,,"Formula","Bottle","6oz",
"Diaper","2023-07-15 07:35",,,,,"Both, pee:small poo:small",
"Sleep","2023-07-14 20:03","2023-07-15 07:30","11:26",,,,
"Diaper","2023-07-14 19:50",,,,,"Both, poo:medium",
"Feed","2023-07-14 18:56",,,"Formula","Bottle","6oz",
"Sleep","2023-07-14 17:51","2023-07-14 18:15","00:24",,,,"Cried for 10 min so I held him "
"Diaper","2023-07-14 17:30",,,,,"Pee",
"Diaper","2023-07-14 16:17",,,,,"Both, poo:medium",
"Feed","2023-07-14 16:00",,,"Formula","Bottle","5.5oz",
"Sleep","2023-07-14 13:47","2023-07-14 15:55","02:08",,,,"Crib 31 min then held"
"Diaper","2023-07-14 13:17",,,,,"Both, poo:large",
"Feed","2023-07-14 12:53",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-14 12:15",,,,,"Pee",
"Sleep","2023-07-14 11:05","2023-07-14 12:11","01:06",,,,"36 min crib then held"
"Diaper","2023-07-14 11:00",,,,,"Pee",
"Diaper","2023-07-14 10:20",,,,,"Both, poo:medium",
"Feed","2023-07-14 09:54",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-14 09:50",,,,,"Pee",
"Sleep","2023-07-14 07:40","2023-07-14 09:40","02:00",,,,"All crib"
"Diaper","2023-07-14 07:35",,,,,"Both, poo:medium",
"Feed","2023-07-14 06:36",,,"Formula","Bottle","6oz",
"Diaper","2023-07-14 06:31",,,,,"Pee",
"Sleep","2023-07-13 20:01","2023-07-14 06:29","10:28",,,,
"Diaper","2023-07-13 19:48",,,,,"Poo:medium",
"Feed","2023-07-13 18:51",,,"Formula","Bottle","5.5oz",
"Sleep","2023-07-13 17:40","2023-07-13 18:08","00:28",,,,
"Diaper","2023-07-13 17:20",,,,,"Pee",
"Diaper","2023-07-13 16:45",,,,,"Both, poo:medium",
"Feed","2023-07-13 16:11",,,"Formula","Bottle","5.5oz",
"Sleep","2023-07-13 14:49","2023-07-13 16:03","01:13",,,,"38 min in crib then held "
"Diaper","2023-07-13 14:30",,,,,"Both, poo:large",
"Diaper","2023-07-13 13:40",,,,,"Both, poo:large",
"Feed","2023-07-13 13:13",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-13 13:10",,,,,"Both, poo:small",
"Sleep","2023-07-13 11:03","2023-07-13 13:07","02:04",,,,"Slept 33 min, then held for rest"
"Diaper","2023-07-13 10:57",,,,,"Both, poo:small",
"Diaper","2023-07-13 10:15",,,,,"Both, poo:medium",
"Feed","2023-07-13 09:55",,,"Formula","Bottle","5.5oz",
"Diaper","2023-07-13 09:50",,,,,"Pee",
"Sleep","2023-07-13 07:37","2023-07-13 09:43","02:06",,,,"All crib "
"Diaper","2023-07-13 07:20",,,,,"Both, poo:large",
"Feed","2023-07-13 06:36",,,"Formula","Bottle","6oz",
"Diaper","2023-07-13 06:34",,,,,"Both",
"Sleep","2023-07-12 20:06","2023-07-13 06:25","10:18",,,,
"Diaper","2023-07-12 19:54",,,,,"Pee",
"Feed","2023-07-12 19:08",,,"Formula","Bottle","6oz",
"Diaper","2023-07-12 18:42",,,,,"Pee",
"Sleep","2023-07-12 17:35","2023-07-12 18:17","00:42",,,,
"Diaper","2023-07-12 17:00",,,,,"Poo:medium",
"Diaper","2023-07-12 16:40",,,,,"Both, poo:large",
"Feed","2023-07-12 16:13",,,"Formula","Bottle","6oz",
"Diaper","2023-07-12 16:07",,,,,"Both, poo:medium",
"Sleep","2023-07-12 13:50","2023-07-12 16:05","02:15",,,,
"Diaper","2023-07-12 13:30",,,,,"Both",
"Feed","2023-07-12 12:40",,,"Formula","Bottle","5oz",
"Sleep","2023-07-12 11:20","2023-07-12 12:10","00:50",,,,
"Diaper","2023-07-12 11:10",,,,,"Pee",
"Feed","2023-07-12 10:03",,,"Formula","Bottle","5oz",
"Diaper","2023-07-12 10:00",,,,,"Both, poo:medium",
"Sleep","2023-07-12 07:40","2023-07-12 09:50","02:10",,,,
"Diaper","2023-07-12 07:25",,,,,"Poo",
"Feed","2023-07-12 06:43",,,"Formula","Bottle","6oz",
"Diaper","2023-07-12 06:40",,,,,"Both",
"Sleep","2023-07-11 20:20","2023-07-12 06:30","10:10",,,,
"Diaper","2023-07-11 20:10",,,,,"Both, poo:large",
"Feed","2023-07-11 19:29",,,"Formula","Bottle","5oz",
"Diaper","2023-07-11 18:50",,,,,"Both, poo:large",
"Sleep","2023-07-11 18:30","2023-07-11 18:45","00:15",,,,
"Diaper","2023-07-11 17:40",,,,,"Both, poo:large",
"Feed","2023-07-11 17:15",,,"Formula","Bottle","4.5oz",
"Sleep","2023-07-11 16:04","2023-07-11 16:52","00:48",,,,
"Diaper","2023-07-11 14:52",,,,,"Both, poo:large",
"Feed","2023-07-11 14:31",,,"Formula","Bottle","5oz",
"Diaper","2023-07-11 14:29",,,,,"Both, poo:medium",
"Sleep","2023-07-11 12:35","2023-07-11 14:23","01:48",,,,
"Diaper","2023-07-11 12:15",,,,,"Pee",
"Feed","2023-07-11 11:12",,,"Formula","Bottle","5oz",
"Sleep","2023-07-11 09:23","2023-07-11 11:03","01:40",,,,
"Diaper","2023-07-11 09:10",,,,,"Pee",
"Diaper","2023-07-11 08:34",,,,,"Both, poo:large",
"Feed","2023-07-11 08:05",,,"Formula","Bottle","5oz",
"Sleep","2023-07-11 05:45","2023-07-11 07:57","02:12",,,,
"Diaper","2023-07-11 05:35",,,,,"Both, poo:medium",
"Sleep","2023-07-11 05:15","2023-07-11 05:35","00:20",,,,
"Feed","2023-07-11 05:01",,,"Formula","Bottle","5oz",
"Diaper","2023-07-11 04:55",,,,,"Pee",
"Sleep","2023-07-10 20:25","2023-07-11 05:00","08:35",,,,
"Diaper","2023-07-10 20:12",,,,,"Both, poo:small",
"Feed","2023-07-10 19:29",,,"Formula","Bottle","5.5oz",
"Sleep","2023-07-10 18:07","2023-07-10 18:41","00:34",,,,
"Diaper","2023-07-10 17:30",,,,,"Both, poo:small",
"Feed","2023-07-10 16:43",,,"Formula","Bottle","5oz",
"Diaper","2023-07-10 16:40",,,,,"Both, poo:medium",
"Sleep","2023-07-10 14:34","2023-07-10 16:38","02:04",,,,
"Diaper","2023-07-10 14:20",,,,,"Both",
"Feed","2023-07-10 13:45",,,"Formula","Bottle","5oz",
"Sleep","2023-07-10 12:35","2023-07-10 13:00","00:25",,,,
"Diaper","2023-07-10 11:40",,,,,"Both",
"Feed","2023-07-10 11:07",,,"Formula","Bottle","5oz",
"Diaper","2023-07-10 11:05",,,,,"Both",
"Sleep","2023-07-10 08:08","2023-07-10 11:00","02:52",,,,
"Diaper","2023-07-10 07:50",,,,,"Both, poo:large",
"Feed","2023-07-10 07:24",,,"Formula","Bottle","4oz",
"Feed","2023-07-10 07:20",,,"Formula","Bottle","4oz",
"Sleep","2023-07-10 06:25","2023-07-10 07:15","00:50",,,,
"Sleep","2023-07-10 06:25","2023-07-10 07:17","00:52",,,,
"Diaper","2023-07-10 06:00",,,,,"Both",
"Diaper","2023-07-10 04:50",,,,,"Both, poo:medium",
"Sleep","2023-07-10 04:50","2023-07-10 05:40","00:50",,,,
"Diaper","2023-07-10 04:15",,,,,"Both, poo:medium",
"Feed","2023-07-10 04:15",,,"Formula","Bottle","4oz",
"Sleep","2023-07-09 20:04","2023-07-10 04:16","08:12",,,,
"Diaper","2023-07-09 19:56",,,,,"Both",
"Feed","2023-07-09 19:00",,,"Formula","Bottle","6oz",
"Sleep","2023-07-09 16:35","2023-07-09 18:16","01:41",,,,
"Diaper","2023-07-09 16:21",,,,,"Both, pee:medium poo:small",
"Feed","2023-07-09 15:41",,,"Formula","Bottle","5oz",
"Diaper","2023-07-09 15:00",,,,,"Both",
"Sleep","2023-07-09 13:05","2023-07-09 14:55","01:49",,,,
"Feed","2023-07-09 12:35",,,"Formula","Bottle","5oz",
"Diaper","2023-07-09 12:30",,,,,"Pee",
"Sleep","2023-07-09 10:36","2023-07-09 11:34","00:58",,,,
"Diaper","2023-07-09 10:25",,,,,"Pee",
"Feed","2023-07-09 09:52",,,"Formula","Bottle","5oz",
"Sleep","2023-07-09 07:56","2023-07-09 08:56","01:00",,,,
"Diaper","2023-07-09 07:35",,,,,"Both, poo:large",
"Feed","2023-07-09 06:50",,,"Formula","Bottle","6oz",
"Diaper","2023-07-09 06:45",,,,,"Both",
"Diaper","2023-07-08 20:00",,,,,"Both",
"Sleep","2023-07-08 19:55","2023-07-09 06:36","10:41",,,,
